id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer,source_tier,sample_weight,noise_reasons
825,里程碑,太阳系,工作,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
826,里程碑,里程碑,工作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
827,里程碑,阶段目标,工作,,hint_like_high,85-95,90,语义相近,,unknown,0.50,
828,重阳,菊花酒,节日,,hint_like_high,65-75,70,重阳节有喝菊花酒的习俗,,unknown,0.50,
829,重阳,鲲鹏,节日,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
830,铃芽之旅,灵笼,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
831,铃芽之旅,罗小黑战记,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
832,铃芽之旅,龙猫,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
833,银河,亿万恒体,宇宙,,hint_like_high,75-85,80,意思接近但后者非宇宙,,unknown,0.50,
834,银河,焦虑,宇宙,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
835,银魂,幽游白书,动漫,动漫,near_synonym_high,77-87,82,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
836,银魂,樱桃小丸子,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
837,银魂,魔女宅急便,动漫,,same_category_mid,45-55,50,均为动漫，但猜不到,,unknown,0.50,
838,银魂,龙猫,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
839,销假,催办,工作,,same_category_mid,15-25,20,二者关联度低,,unknown,0.50,
840,销假,销假,工作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
841,锦上添花,自相矛盾,成语,,same_category_mid,15-25,20,仅为成语，关联度低,,unknown,0.50,
842,锦上添花,顺水推舟,成语,,same_category_mid,15-25,20,二者关联度低,,unknown,0.50,
843,镇魂街,名侦探柯南,动漫,,same_category_mid,45-55,50,关联度中等,,unknown,0.50,
844,镇魂街,战斗,动漫,,hint_like_high,45-55,50,后者范围较广,,unknown,0.50,
845,镇魂街,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
846,镇魂街,青之驱魔师,动漫,动漫,near_synonym_high,77-87,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
847,镇魂街,鬼灭之刃,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
848,闯关,最终战斗,游戏,,hint_like_high,25-35,30,后者表示最后一关，前者并不是特指最后一关，关联度不高,,unknown,0.50,
849,阅读,沉浸,学习,,hint_like_high,75-85,80,后者较容易猜测到前者,,unknown,0.50,
850,阅读,看文字,学习,,hint_like_high,55-65,60,阅读包含看文字,,unknown,0.50,
851,阅读,骑士,学习,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
852,陈奕迅,李荣浩,歌手,,same_category_mid,35-45,40,都是歌手，但关联度不高,,unknown,0.50,
853,陈奕迅,陈奕迅,歌手,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
854,陨石,星球,宇宙,,same_category_mid,35-45,40,都是宇宙相关，但关联度不高,,unknown,0.50,
855,陨石,暗能量,宇宙,,same_category_mid,15-25,20,关联度底,,unknown,0.50,
856,陨石,陨石,宇宙,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
857,集章,集章,旅游,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
858,雨水,处暑,节日,,same_category_mid,25-35,30,都是节日，但关联度不高,,unknown,0.50,
859,雨水,谷雨,节日,,same_category_mid,55-65,60,有字相同,,unknown,0.50,
860,雪中送炭,貔貅,成语,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
861,雪峰,樱花,风景,,same_category_mid,15-25,20,猜不到的,,unknown,0.50,
862,雷公,应龙,神话,,same_category_mid,55-65,60,都是神话，但关联度不高,,unknown,0.50,
863,雷公,神话神,神话,,hint_like_high,45-55,50,后者范围较广,,unknown,0.50,
864,需求,需求,工作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
865,霜降,侠客,节日,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
866,霜降,霜降,节日,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
867,露台,复盘,旅游,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
868,露台,最美的期待,旅游,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
869,露台,神禽,旅游,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
870,露台,露台,旅游,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
871,露营,拍景,旅游,,same_category_mid,25-35,30,词义关联度较低,,unknown,0.50,
872,露营,搭帐篷,旅游,,hint_like_high,65-75,70,露营包含搭帐篷,,unknown,0.50,
873,露营,看星星,旅游,,hint_like_high,55-65,60,后者是前者一部分，但不是主体关联,,unknown,0.50,
874,青之驱魔师,凿壁借光,动漫,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
875,青之驱魔师,罗小黑战记,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
876,青之驱魔师,虹猫蓝兔,动漫,动漫,near_synonym_high,77-87,82,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
877,青之驱魔师,铃芽之旅,动漫,,same_category_mid,45-55,50,关联度中等,,unknown,0.50,
878,青之驱魔师,鬼灭之刃,动漫,动漫,near_synonym_high,77-87,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
879,青花瓷,серд发紧,歌曲,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
880,青花瓷,雅致,歌曲,,hint_like_high,25-35,30,字面意思有关联，但前者是歌曲，关联度降低,,unknown,0.50,
881,青龙,刑天,神话,,same_category_mid,35-45,40,都是神话，但关联度不高,,unknown,0.50,
882,面条,三明治,美食,,same_category_mid,25-35,30,都是吃的，仅此而已,,unknown,0.50,
883,鞠躬,精卫,动作,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
884,韩信,文天祥,人物,,same_category_mid,25-35,30,都是历史人物，但关联度不高,,unknown,0.50,
885,顺水推舟,全力冲,成语,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
886,预习,先熟悉,学习,,hint_like_high,85-95,90,很接近,,unknown,0.50,
887,预备役,待命,狼人杀,,hint_like_high,50-60,55,内容接近,,unknown,0.50,
888,风之谷,刺客伍六七,动漫,,same_category_mid,45-55,50,关联度中等,,unknown,0.50,
889,风之谷,大鱼海棠,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
890,风之谷,罗小黑战记,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
891,风之谷,虹猫蓝兔,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
892,风之谷,鞠躬,动漫,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
893,风之谷,龙猫,动漫,,same_category_mid,35-45,40,关联度中等,,unknown,0.50,
894,饺子,饺子,美食,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
895,馄饨,等待对局,美食,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
896,首领,战绩,游戏,,same_category_mid,35-45,40,都是游戏，但关联度不高,,unknown,0.50,
897,首领,沙盒,游戏,,same_category_mid,25-35,30,二者词义相差甚远,,unknown,0.50,
898,香道,挂起来,文化,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
899,驯熊师,白痴,狼人杀,,same_category_mid,65-75,70,关联度较高,,unknown,0.50,
900,骑士,口述,狼人杀,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
901,高山流水,程门立雪,典故,,same_category_mid,15-25,20,关联度低,,unknown,0.50,
902,鬼灭之刃,白蛇缘起,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
903,鬼灭之刃,罗小黑战记,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
904,鬼灭之刃,虹猫蓝兔,动漫,动漫,near_synonym_high,77-87,82,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
905,魔女宅急便,进击的巨人,动漫,,same_category_mid,55-65,60,种类相同,,unknown,0.50,
906,鲁迅,诸葛亮,人物,,same_category_mid,35-45,40,都是历史人物，但关联度不高,,unknown,0.50,
907,鲛,海底歌,神话,,hint_like_high,75-85,80,关联度较高,,unknown,0.50,
908,鲛人,天文,神话,,cross_category_low,5-15,10,二者不搭界,,unknown,0.50,
909,鲛人,麒麟,神话,,same_category_mid,55-65,60,都是神话，但关联度不高,,unknown,0.50,
910,鲲鹏,扶摇直上,神话,,hint_like_high,75-85,80,关联度较高,,unknown,0.50,
911,鸡犬升天,沾光跟着,歇后语,,hint_like_high,75-85,80,意思接近但后者非歇后语,,unknown,0.50,
912,鸡犬升天,郁闷,歇后语,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
913,鸡犬升天,鸡犬升天,歇后语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
914,鹤立鸡群,画饼充饥,成语,,same_category_mid,25-35,30,均为成语，关联度低,,unknown,0.50,
915,鹤立鸡群,看高处,成语,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
916,麒麟,道德经,神话,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
917,麻花,月饼,美食,,same_category_mid,15-25,20,关联度低,,unknown,0.50,
918,麻花,汤圆,美食,,same_category_mid,25-35,30,都是吃的，仅此而已,,unknown,0.50,
919,麻辣烫,麻辣烫,美食,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
920,麻雀虽小,不缺要素,歇后语,,hint_like_high,75-85,80,内容接近,,unknown,0.50,
921,麻雀虽小,玄女,歇后语,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
922,黄鼠狼拜年,暗藏坏心,歇后语,,hint_like_high,75-85,80,相似度较高,,unknown,0.50,
923,黑洞,惊喜,宇宙,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
924,黔驴技穷,选题,典故,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
925,默写,预读,学习,,same_category_mid,15-25,20,关联度低,,unknown,0.50,
926,龙舟,长形船体,文化,,hint_like_high,45-55,50,后者范围较广,,unknown,0.50,
